------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.8 Firmware v3.2.1 date format M/d/yyyy at 30 Hz  -----------
Serial Number: NEO1C04110486
Start Time 00:00:00
Start Date 11/19/2013
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:00:51
Download Date 7/27/2015
Current Memory Address: 0
Current Battery Voltage: 3.22     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.0000,0.0000,0.0000
0.7923,0.0000,0.0000
0.9668,0.0000,0.0000
0.3875,0.0000,0.0000
-0.4939,0.0000,0.0000
-0.9903,0.0000,0.0000
-0.7145,0.0000,0.0000
0.1184,0.0000,0.0000
0.8590,0.0000,0.0000
0.9298,0.0000,0.0000
0.2756,0.0000,0.0000
-0.5934,0.0000,0.0000
-0.9998,0.0000,0.0000
-0.6266,0.0000,0.0000
0.2351,0.0000,0.0000
0.9135,0.0000,0.0000
0.8796,0.0000,0.0000
0.1599,0.0000,0.0000
-0.6845,0.0000,0.0000
-0.9952,0.0000,0.0000
-0.5299,0.0000,0.0000
0.3486,0.0000,0.0000
0.9553,0.0000,0.0000
0.8171,0.0000,0.0000
0.0419,0.0000,0.0000
-0.7660,0.0000,0.0000
-0.9767,0.0000,0.0000
-0.4258,0.0000,0.0000
0.4571,0.0000,0.0000
0.9836,0.0000,0.0000
0.7431,0.0000,0.0000
-0.0767,0.0000,0.0000
-0.8368,0.0000,0.0000
-0.9444,0.0000,0.0000
-0.3156,0.0000,0.0000
0.5592,0.0000,0.0000
0.9980,0.0000,0.0000
0.6587,0.0000,0.0000
-0.1942,0.0000,0.0000
-0.8957,0.0000,0.0000
-0.8988,0.0000,0.0000
-0.2011,0.0000,0.0000
0.6534,0.0000,0.0000
0.9984,0.0000,0.0000
0.5650,0.0000,0.0000
-0.3090,0.0000,0.0000
-0.9421,0.0000,0.0000
-0.8406,0.0000,0.0000
-0.0837,0.0000,0.0000
0.7385,0.0000,0.0000
0.9848,0.0000,0.0000
0.4633,0.0000,0.0000
-0.4195,0.0000,0.0000
-0.9751,0.0000,0.0000
-0.7705,0.0000,0.0000
0.0349,0.0000,0.0000
0.8131,0.0000,0.0000
0.9573,0.0000,0.0000
0.3551,0.0000,0.0000
-0.5240,0.0000,0.0000
-0.9945,0.0000,0.0000
-0.6896,0.0000,0.0000
0.1530,0.0000,0.0000
0.8763,0.0000,0.0000
0.9164,0.0000,0.0000
0.2419,0.0000,0.0000
-0.6211,0.0000,0.0000
-0.9999,0.0000,0.0000
-0.5990,0.0000,0.0000
0.2689,0.0000,0.0000
0.9272,0.0000,0.0000
