------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.8 Firmware v3.2.1 date format M/d/yyyy at 30 Hz  -----------
Serial Number: NEO1C04110486
Start Time 00:00:00
Start Date 11/19/2013
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:00:51
Download Date 7/27/2015
Current Memory Address: 0
Current Battery Voltage: 3.22     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.0000,0.0000,0.0000
0.0145,0.0000,0.0000
0.0285,0.0000,0.0000
0.0419,0.0000,0.0000
0.0541,0.0000,0.0000
0.0650,0.0000,0.0000
0.0741,0.0000,0.0000
0.0814,0.0000,0.0000
0.0865,0.0000,0.0000
0.0894,0.0000,0.0000
0.0899,0.0000,0.0000
0.0881,0.0000,0.0000
0.0841,0.0000,0.0000
0.0778,0.0000,0.0000
0.0696,0.0000,0.0000
0.0595,0.0000,0.0000
0.0479,0.0000,0.0000
0.0351,0.0000,0.0000
0.0213,0.0000,0.0000
0.0070,0.0000,0.0000
-0.0075,0.0000,0.0000
-0.0218,0.0000,0.0000
-0.0356,0.0000,0.0000
-0.0484,0.0000,0.0000
-0.0599,0.0000,0.0000
-0.0699,0.0000,0.0000
-0.0781,0.0000,0.0000
-0.0843,0.0000,0.0000
-0.0883,0.0000,0.0000
-0.0899,0.0000,0.0000
-0.0893,0.0000,0.0000
-0.0863,0.0000,0.0000
-0.0811,0.0000,0.0000
-0.0738,0.0000,0.0000
-0.0646,0.0000,0.0000
-0.0537,0.0000,0.0000
-0.0414,0.0000,0.0000
-0.0280,0.0000,0.0000
-0.0139,0.0000,0.0000
0.0006,0.0000,0.0000
0.0150,0.0000,0.0000
0.0291,0.0000,0.0000
0.0424,0.0000,0.0000
0.0546,0.0000,0.0000
0.0653,0.0000,0.0000
0.0744,0.0000,0.0000
0.0816,0.0000,0.0000
0.0866,0.0000,0.0000
0.0894,0.0000,0.0000
0.0899,0.0000,0.0000
0.0880,0.0000,0.0000
0.0839,0.0000,0.0000
0.0776,0.0000,0.0000
0.0692,0.0000,0.0000
0.0591,0.0000,0.0000
0.0474,0.0000,0.0000
0.0345,0.0000,0.0000
0.0207,0.0000,0.0000
0.0064,0.0000,0.0000
-0.0081,0.0000,0.0000
-0.0224,0.0000,0.0000
-0.0361,0.0000,0.0000
-0.0489,0.0000,0.0000
-0.0604,0.0000,0.0000
-0.0703,0.0000,0.0000
-0.0784,0.0000,0.0000
-0.0845,0.0000,0.0000
-0.0884,0.0000,0.0000
-0.0900,0.0000,0.0000
-0.0892,0.0000,0.0000
-0.0862,0.0000,0.0000
-0.0809,0.0000,0.0000
-0.0735,0.0000,0.0000
-0.0642,0.0000,0.0000
-0.0532,0.0000,0.0000
-0.0409,0.0000,0.0000
-0.0275,0.0000,0.0000
-0.0133,0.0000,0.0000
0.0011,0.0000,0.0000
0.0156,0.0000,0.0000
0.0296,0.0000,0.0000
0.0429,0.0000,0.0000
0.0550,0.0000,0.0000
0.0657,0.0000,0.0000
0.0748,0.0000,0.0000
0.0818,0.0000,0.0000
0.0868,0.0000,0.0000
0.0895,0.0000,0.0000
0.0899,0.0000,0.0000
0.0879,0.0000,0.0000
0.0837,0.0000,0.0000
0.0773,0.0000,0.0000
0.0689,0.0000,0.0000
0.0587,0.0000,0.0000
0.0469,0.0000,0.0000
0.0340,0.0000,0.0000
0.0202,0.0000,0.0000
0.0058,0.0000,0.0000
-0.0087,0.0000,0.0000
-0.0229,0.0000,0.0000
-0.0366,0.0000,0.0000
-0.0493,0.0000,0.0000
-0.0608,0.0000,0.0000
-0.0706,0.0000,0.0000
-0.0787,0.0000,0.0000
-0.0847,0.0000,0.0000
-0.0885,0.0000,0.0000
-0.0900,0.0000,0.0000
-0.0891,0.0000,0.0000
-0.0860,0.0000,0.0000
-0.0806,0.0000,0.0000
-0.0731,0.0000,0.0000
-0.0638,0.0000,0.0000
-0.0527,0.0000,0.0000
-0.0404,0.0000,0.0000
-0.0269,0.0000,0.0000
-0.0128,0.0000,0.0000
0.0017,0.0000,0.0000
0.0161,0.0000,0.0000
0.0301,0.0000,0.0000
0.0434,0.0000,0.0000
0.0555,0.0000,0.0000
0.0661,0.0000,0.0000
0.0751,0.0000,0.0000
0.0821,0.0000,0.0000
0.0869,0.0000,0.0000
0.0895,0.0000,0.0000
0.0898,0.0000,0.0000
0.0878,0.0000,0.0000
0.0835,0.0000,0.0000
0.0770,0.0000,0.0000
0.0685,0.0000,0.0000
0.0582,0.0000,0.0000
0.0465,0.0000,0.0000
0.0335,0.0000,0.0000
0.0196,0.0000,0.0000
0.0053,0.0000,0.0000
-0.0092,0.0000,0.0000
-0.0235,0.0000,0.0000
-0.0371,0.0000,0.0000
-0.0498,0.0000,0.0000
-0.0612,0.0000,0.0000
-0.0710,0.0000,0.0000
-0.0790,0.0000,0.0000
-0.0849,0.0000,0.0000
-0.0886,0.0000,0.0000
-0.0900,0.0000,0.0000
-0.0891,0.0000,0.0000
-0.0858,0.0000,0.0000
-0.0804,0.0000,0.0000
-0.0728,0.0000,0.0000
-0.0634,0.0000,0.0000
-0.0523,0.0000,0.0000
-0.0398,0.0000,0.0000
-0.0264,0.0000,0.0000
-0.0122,0.0000,0.0000
0.0023,0.0000,0.0000
0.0167,0.0000,0.0000
0.0307,0.0000,0.0000
0.0439,0.0000,0.0000
0.0559,0.0000,0.0000
0.0665,0.0000,0.0000
0.0754,0.0000,0.0000
0.0823,0.0000,0.0000
0.0871,0.0000,0.0000
0.0896,0.0000,0.0000
0.0898,0.0000,0.0000
0.0877,0.0000,0.0000
0.0833,0.0000,0.0000
0.0767,0.0000,0.0000
0.0681,0.0000,0.0000
0.0578,0.0000,0.0000
0.0460,0.0000,0.0000
0.0330,0.0000,0.0000
0.0191,0.0000,0.0000
0.0047,0.0000,0.0000
-0.0098,0.0000,0.0000
-0.0240,0.0000,0.0000
-0.0376,0.0000,0.0000
-0.0503,0.0000,0.0000
-0.0616,0.0000,0.0000
-0.0713,0.0000,0.0000
-0.0792,0.0000,0.0000
-0.0851,0.0000,0.0000
-0.0887,0.0000,0.0000
-0.0900,0.0000,0.0000
-0.0890,0.0000,0.0000
-0.0857,0.0000,0.0000
-0.0801,0.0000,0.0000
-0.0725,0.0000,0.0000
-0.0630,0.0000,0.0000
-0.0518,0.0000,0.0000
-0.0393,0.0000,0.0000
-0.0258,0.0000,0.0000
-0.0117,0.0000,0.0000
0.0028,0.0000,0.0000
0.0172,0.0000,0.0000
0.0312,0.0000,0.0000
0.0443,0.0000,0.0000
0.0563,0.0000,0.0000
0.0669,0.0000,0.0000
0.0757,0.0000,0.0000
0.0825,0.0000,0.0000
0.0872,0.0000,0.0000
0.0897,0.0000,0.0000
0.0898,0.0000,0.0000
0.0875,0.0000,0.0000
0.0830,0.0000,0.0000
0.0764,0.0000,0.0000
0.0678,0.0000,0.0000
0.0574,0.0000,0.0000
0.0455,0.0000,0.0000
0.0324,0.0000,0.0000
0.0185,0.0000,0.0000
0.0041,0.0000,0.0000
-0.0103,0.0000,0.0000
-0.0246,0.0000,0.0000
-0.0381,0.0000,0.0000
-0.0507,0.0000,0.0000
-0.0620,0.0000,0.0000
-0.0717,0.0000,0.0000
-0.0795,0.0000,0.0000
-0.0852,0.0000,0.0000
-0.0888,0.0000,0.0000
-0.0900,0.0000,0.0000
-0.0889,0.0000,0.0000
-0.0855,0.0000,0.0000
-0.0798,0.0000,0.0000
-0.0721,0.0000,0.0000
-0.0626,0.0000,0.0000
-0.0514,0.0000,0.0000
-0.0388,0.0000,0.0000
-0.0253,0.0000,0.0000
-0.0111,0.0000,0.0000
0.0034,0.0000,0.0000
0.0178,0.0000,0.0000
0.0317,0.0000,0.0000
0.0448,0.0000,0.0000
0.0568,0.0000,0.0000
0.0673,0.0000,0.0000
0.0760,0.0000,0.0000
0.0827,0.0000,0.0000
0.0874,0.0000,0.0000
0.0897,0.0000,0.0000
0.0897,0.0000,0.0000
0.0874,0.0000,0.0000
0.0828,0.0000,0.0000
0.0761,0.0000,0.0000
0.0674,0.0000,0.0000
0.0569,0.0000,0.0000
0.0450,0.0000,0.0000
0.0319,0.0000,0.0000
0.0180,0.0000,0.0000
0.0036,0.0000,0.0000
-0.0109,0.0000,0.0000
-0.0251,0.0000,0.0000
-0.0387,0.0000,0.0000
-0.0512,0.0000,0.0000
-0.0624,0.0000,0.0000
-0.0720,0.0000,0.0000
-0.0798,0.0000,0.0000
-0.0854,0.0000,0.0000
-0.0889,0.0000,0.0000
-0.0900,0.0000,0.0000
-0.0888,0.0000,0.0000
-0.0853,0.0000,0.0000
-0.0796,0.0000,0.0000
-0.0718,0.0000,0.0000
-0.0622,0.0000,0.0000
-0.0509,0.0000,0.0000
-0.0383,0.0000,0.0000
-0.0247,0.0000,0.0000
-0.0105,0.0000,0.0000
0.0040,0.0000,0.0000
0.0183,0.0000,0.0000
0.0323,0.0000,0.0000
0.0453,0.0000,0.0000
0.0572,0.0000,0.0000
0.0676,0.0000,0.0000
0.0763,0.0000,0.0000
0.0830,0.0000,0.0000
0.0875,0.0000,0.0000
0.0897,0.0000,0.0000
0.0897,0.0000,0.0000
0.0873,0.0000,0.0000
0.0826,0.0000,0.0000
0.0758,0.0000,0.0000
0.0670,0.0000,0.0000
0.0565,0.0000,0.0000
0.0445,0.0000,0.0000
0.0314,0.0000,0.0000
0.0174,0.0000,0.0000
0.0030,0.0000,0.0000
-0.0115,0.0000,0.0000
-0.0257,0.0000,0.0000
-0.0392,0.0000,0.0000
-0.0517,0.0000,0.0000
-0.0628,0.0000,0.0000
-0.0724,0.0000,0.0000
-0.0800,0.0000,0.0000
-0.0856,0.0000,0.0000
-0.0890,0.0000,0.0000
-0.0900,0.0000,0.0000
-0.0887,0.0000,0.0000
-0.0851,0.0000,0.0000
-0.0793,0.0000,0.0000
-0.0715,0.0000,0.0000
-0.0617,0.0000,0.0000
-0.0504,0.0000,0.0000
-0.0378,0.0000,0.0000
-0.0242,0.0000,0.0000
