------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.8 Firmware v3.2.1 date format M/d/yyyy at 30 Hz  -----------
Serial Number: NEO1C04110486
Start Time 00:00:00
Start Date 11/19/2013
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:00:51
Download Date 7/27/2015
Current Memory Address: 0
Current Battery Voltage: 3.22     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.0000,0.0000,0.0000
0.3372,0.0000,0.0000
0.6656,0.0000,0.0000
0.9768,0.0000,0.0000
1.2626,0.0000,0.0000
1.5157,0.0000,0.0000
1.7294,0.0000,0.0000
1.8983,0.0000,0.0000
2.0178,0.0000,0.0000
2.0851,0.0000,0.0000
2.0982,0.0000,0.0000
2.0568,0.0000,0.0000
1.9621,0.0000,0.0000
1.8165,0.0000,0.0000
1.6237,0.0000,0.0000
1.3888,0.0000,0.0000
1.1178,0.0000,0.0000
0.8178,0.0000,0.0000
0.4966,0.0000,0.0000
0.1626,0.0000,0.0000
-0.1757,0.0000,0.0000
-0.5095,0.0000,0.0000
-0.8300,0.0000,0.0000
-1.1289,0.0000,0.0000
-1.3986,0.0000,0.0000
-1.6320,0.0000,0.0000
-1.8230,0.0000,0.0000
-1.9668,0.0000,0.0000
-2.0594,0.0000,0.0000
-2.0987,0.0000,0.0000
-2.0834,0.0000,0.0000
-2.0141,0.0000,0.0000
-1.8926,0.0000,0.0000
-1.7219,0.0000,0.0000
-1.5065,0.0000,0.0000
-1.2521,0.0000,0.0000
-0.9651,0.0000,0.0000
-0.6531,0.0000,0.0000
-0.3242,0.0000,0.0000
0.0132,0.0000,0.0000
0.3502,0.0000,0.0000
0.6781,0.0000,0.0000
0.9885,0.0000,0.0000
1.2732,0.0000,0.0000
1.5248,0.0000,0.0000
1.7369,0.0000,0.0000
1.9039,0.0000,0.0000
2.0215,0.0000,0.0000
2.0866,0.0000,0.0000
2.0976,0.0000,0.0000
2.0541,0.0000,0.0000
1.9573,0.0000,0.0000
1.8098,0.0000,0.0000
1.6153,0.0000,0.0000
1.3788,0.0000,0.0000
1.1066,0.0000,0.0000
0.8057,0.0000,0.0000
0.4838,0.0000,0.0000
0.1494,0.0000,0.0000
-0.1889,0.0000,0.0000
-0.5222,0.0000,0.0000
-0.8421,0.0000,0.0000
-1.1401,0.0000,0.0000
-1.4084,0.0000,0.0000
-1.6403,0.0000,0.0000
-1.8295,0.0000,0.0000
-1.9713,0.0000,0.0000
-2.0620,0.0000,0.0000
-2.0991,0.0000,0.0000
-2.0817,0.0000,0.0000
-2.0104,0.0000,0.0000
-1.8868,0.0000,0.0000
-1.7143,0.0000,0.0000
-1.4973,0.0000,0.0000
-1.2415,0.0000,0.0000
-0.9534,0.0000,0.0000
-0.6406,0.0000,0.0000
-0.3111,0.0000,0.0000
0.0264,0.0000,0.0000
0.3632,0.0000,0.0000
0.6906,0.0000,0.0000
1.0001,0.0000,0.0000
1.2836,0.0000,0.0000
1.5338,0.0000,0.0000
1.7443,0.0000,0.0000
1.9094,0.0000,0.0000
2.0250,0.0000,0.0000
2.0880,0.0000,0.0000
2.0969,0.0000,0.0000
2.0513,0.0000,0.0000
1.9525,0.0000,0.0000
1.8031,0.0000,0.0000
1.6068,0.0000,0.0000
1.3689,0.0000,0.0000
1.0954,0.0000,0.0000
0.7935,0.0000,0.0000
0.4710,0.0000,0.0000
0.1362,0.0000,0.0000
