------------ Data File Created By ActiGraph GT3X+ ActiLife v6.11.8 Firmware v3.2.1 date format M/d/yyyy at 30 Hz  -----------
Serial Number: NEO1C04110486
Start Time 00:00:00
Start Date 11/19/2013
Epoch Period (hh:mm:ss) 00:00:00
Download Time 11:00:51
Download Date 7/27/2015
Current Memory Address: 0
Current Battery Voltage: 3.22     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.0000,0.0000,0.0000
0.7226,0.0000,0.0000
1.4264,0.0000,0.0000
2.0932,0.0000,0.0000
2.7057,0.0000,0.0000
3.2479,0.0000,0.0000
3.7059,0.0000,0.0000
4.0677,0.0000,0.0000
4.3239,0.0000,0.0000
4.4680,0.0000,0.0000
4.4961,0.0000,0.0000
4.4075,0.0000,0.0000
4.2045,0.0000,0.0000
3.8924,0.0000,0.0000
3.4793,0.0000,0.0000
2.9759,0.0000,0.0000
2.3953,0.0000,0.0000
1.7525,0.0000,0.0000
1.0642,0.0000,0.0000
0.3484,0.0000,0.0000
-0.3766,0.0000,0.0000
-1.0917,0.0000,0.0000
-1.7785,0.0000,0.0000
-2.4192,0.0000,0.0000
-2.9971,0.0000,0.0000
-3.4972,0.0000,0.0000
-3.9065,0.0000,0.0000
-4.2145,0.0000,0.0000
-4.4131,0.0000,0.0000
-4.4971,0.0000,0.0000
-4.4645,0.0000,0.0000
-4.3160,0.0000,0.0000
-4.0555,0.0000,0.0000
-3.6898,0.0000,0.0000
-3.2283,0.0000,0.0000
-2.6830,0.0000,0.0000
-2.0681,0.0000,0.0000
-1.3995,0.0000,0.0000
-0.6946,0.0000,0.0000
0.0283,0.0000,0.0000
0.7505,0.0000,0.0000
1.4532,0.0000,0.0000
2.1182,0.0000,0.0000
2.7282,0.0000,0.0000
3.2674,0.0000,0.0000
3.7219,0.0000,0.0000
4.0797,0.0000,0.0000
4.3317,0.0000,0.0000
4.4713,0.0000,0.0000
4.4948,0.0000,0.0000
4.4017,0.0000,0.0000
4.1943,0.0000,0.0000
3.8781,0.0000,0.0000
3.4613,0.0000,0.0000
2.9546,0.0000,0.0000
2.3713,0.0000,0.0000
1.7264,0.0000,0.0000
1.0368,0.0000,0.0000
0.3202,0.0000,0.0000
-0.4047,0.0000,0.0000
-1.1191,0.0000,0.0000
-1.8044,0.0000,0.0000
-2.4430,0.0000,0.0000
-3.0181,0.0000,0.0000
-3.5149,0.0000,0.0000
-3.9205,0.0000,0.0000
-4.2243,0.0000,0.0000
-4.4185,0.0000,0.0000
-4.4981,0.0000,0.0000
-4.4609,0.0000,0.0000
-4.3079,0.0000,0.0000
-4.0432,0.0000,0.0000
-3.6735,0.0000,0.0000
-3.2085,0.0000,0.0000
-2.6603,0.0000,0.0000
-2.0430,0.0000,0.0000
-1.3726,0.0000,0.0000
-0.6667,0.0000,0.0000
0.0565,0.0000,0.0000
0.7783,0.0000,0.0000
1.4799,0.0000,0.0000
2.1431,0.0000,0.0000
2.7506,0.0000,0.0000
3.2868,0.0000,0.0000
3.7377,0.0000,0.0000
4.0916,0.0000,0.0000
4.3393,0.0000,0.0000
4.4744,0.0000,0.0000
4.4933,0.0000,0.0000
4.3957,0.0000,0.0000
4.1840,0.0000,0.0000
3.8637,0.0000,0.0000
3.4432,0.0000,0.0000
2.9333,0.0000,0.0000
2.3472,0.0000,0.0000
1.7003,0.0000,0.0000
1.0092,0.0000,0.0000
0.2920,0.0000,0.0000
-0.4329,0.0000,0.0000
-1.1465,0.0000,0.0000
-1.8303,0.0000,0.0000
-2.4667,0.0000,0.0000
-3.0390,0.0000,0.0000
-3.5325,0.0000,0.0000
-3.9343,0.0000,0.0000
-4.2340,0.0000,0.0000
-4.4238,0.0000,0.0000
-4.4988,0.0000,0.0000
-4.4571,0.0000,0.0000
-4.2997,0.0000,0.0000
-4.0307,0.0000,0.0000
-3.6571,0.0000,0.0000
-3.1886,0.0000,0.0000
-2.6374,0.0000,0.0000
-2.0177,0.0000,0.0000
-1.3457,0.0000,0.0000
-0.6387,0.0000,0.0000
0.0848,0.0000,0.0000
0.8062,0.0000,0.0000
1.5066,0.0000,0.0000
2.1679,0.0000,0.0000
2.7730,0.0000,0.0000
3.3061,0.0000,0.0000
